revision_id,revision_timestamp,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37
575,11 Aug 2012 12:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long term. When one partner of a couple is infected, consistent condom use results in rates of HIV infection for the uninfected person of below 1% per year. Some data supports the equivalence of female condoms to latex condoms however the evidence is not definitive. The use of the spermicide nonoxynol-9 may increase the risk of transmission due to the fact that it causes vaginal and rectal irritation. A vaginal gel containing tenofovir, a reverse transcriptase inhibitor, when used immediately before sex, reduce infection rates by approximately 40% among African women.","Commercial sex exposure impact risk with rates of female-to-male transmission of ~2.4% per act and male-to-female transmission is ~0.08% per act. Sexual assault is believed to have an increased risk of HIV transmission as condoms are rarely employed, physical trauma to the vagina or rectum may occur, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,
555,14 Aug 2012 11:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexual assault is believed to carry an increased risk of HIV transmission as condoms are rarely warn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections. The percentage of those who are HIV positive and in jail for sexual assault in the United States is roughly 1%.",,,,,
554,14 Aug 2012 11:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexual assault is believed to carry an increased risk of HIV transmission as condoms are rarely warn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections.",,,,,
553,14 Aug 2012 11:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sexual assault is believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections.",,,,,
528,14 Aug 2012 13:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rough sex can be a factor associated with an increased risk of transmission. Sexual assault is also believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections."
324,20 Mar 2013 07:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rough sex can be a factor associated with an increased risk of transmission. Sexual assault is also believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections."
289,16 Apr 2013 20:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long term. When condoms are used consistently by a couple in which one person is infected, the rate of HIV infection is less than 1% per year. There is some evidence to suggest that female condoms may provide an equivalent level of protection. Application of a vaginal gel containing tenofovir (a reverse transcriptase inhibitor) immediately before sex seems to reduce infection rates by approximately 40% among African women. By contrast, use of the spermicide nonoxynol-9 may increase the risk of transmission due to its tendency to cause vaginal and rectal irritation.",,,
254,18 Jun 2013 11:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex workers (including those in pornography) have an increased rate of HIV. Rough sex can be a factor associated with an increased risk of transmission. Sexual assault is also believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections.",,
214,8 Sep 2013 10:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex workers (including those in pornography) have an increased rate of HIV. Rough sex can be a factor associated with an increased risk of transmission. Sexual assault is also believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections. In some parts of Africa, the myth that sex with a virgin can cure HIV/AIDS continues to prevail, and, as such, many young girls are raped.",,
213,8 Sep 2013 12:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex workers (including those in pornography) have an increased rate of HIV. Rough sex can be a factor associated with an increased risk of transmission. Sexual assault is also believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections. A 2006 media report revealed that in some parts of Subsaharan Africa, the myth that sex with a virgin can cure HIV/AIDS led to the rape of young girls.",,
210,8 Sep 2013 15:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commercial sex workers (including those in pornography) have an increased rate of HIV. Rough sex can be a factor associated with an increased risk of transmission. Sexual assault is also believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections. A 2006 media report revealed that, at the time of the article, the belief in a mythâ€”whereby sex with a virgin can cure HIV/AIDSâ€”in some parts of Subsaharan Africa led to the rape of young girls.",,
197,13 Oct 2013 01:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consistent condom use reduces the risk of HIV transmission by approximately 80% over the long term. When condoms are used consistently by a couple in which one person is infected, the rate of HIV infection is less than 1% per year. There is some evidence to suggest that female condoms may provide an equivalent level of protection. Application of a vaginal gel containing tenofovir (a reverse transcriptase inhibitor) immediately before sex seems to reduce infection rates by approximately 40% among African women. By contrast, use of the spermicide nonoxynol-9 may increase the risk of transmission due to its tendency to cause vaginal and rectal irritation.","Commercial sex workers (including those in pornography) have an increased rate of HIV. Rough sex can be a factor associated with an increased risk of transmission. Sexual assault is also believed to carry an increased risk of HIV transmission as condoms are rarely worn, physical trauma to the vagina or rectum is likely, and there may be a greater risk of concurrent sexually transmitted infections.",,
